Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (�),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
20/01/2020,"3 The Meadow, Robswall, Malahide",,Dublin,"�669,604.00",No,Yes,New Dwelling house /Apartment,
20/01/2020,"30 UPPER JOHN ST, WEXFORD, WEXFORD",,Wexford,"�85,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"31 COIS ABHAINN, DUBLIN RD, COLLOONEY",,Sligo,"�95,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"33 OAK DRIVE, ROYAL OAK, SANTRY",,Dublin,"�50,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"34 OLD MILL, CASTLEREA, CO ROSCOMMON",,Roscommon,"�15,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"36 THE OLD MILL, CASTLEREA, ROSCOMMON",,Roscommon,"�15,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"38 The Ferns, Classes Lake, Ovens",,Cork,"�259,500.00",No,Yes,New Dwelling house /Apartment,
20/01/2020,"39 WESTON PARK, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,"�650,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"4 HALLWELL DRIVE, HALLWELL, ADAMSTOWN",,Dublin,"�282,157.00",No,Yes,New Dwelling house /Apartment,
20/01/2020,"4 ROSEHILL, FIRIES, KILLARNEY",,Kerry,"�125,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"4 SOUTHERN CROSS AVE, INCHICORE, DUBLIN 8",Dublin 8,Dublin,"�187,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"4 The Sycamores, Dungarvan",,Waterford,"�239,647.57",No,Yes,New Dwelling house /Apartment,
20/01/2020,"43 CARRAIG ABHAINN, BALLISODARE, CO SLIGO",,Sligo,"�240,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"48 AN CUIRT, MONARD, TIPPERARY",,Tipperary,"�163,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"49 SPENCER COURT, RATHANGAN, KILDARE",,Kildare,"�310,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"5 BELLVIEW COTTAGES, OLD FINGLAS RD, DUBLIN 11",Dublin 11,Dublin,"�290,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"5 MAELDUIN, DUNSHAUGHLIN, MEATH",,Meath,"�333,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"5 NORWOOD PARK, COBH, CORK",,Cork,"�282,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"5 THE GROVE, OAKLANDS, NEW ROSS",,Wexford,"�148,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"50 COLDWELL ST, GLENAGEARY, DUBLIN",,Dublin,"�324,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"50 FOXWOOD, ROCHESTOWN, CORK",,Cork,"�375,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"52 COIS CULAINN, LOUGHLINSTOWN, DUBLIN",Dublin 18,Dublin,"�415,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"53 RATHLAWNS, RATHCOOLE, DUBLIN",Dublin 24,Dublin,"�302,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"56 SHACKLETON HOUSE, ARCHERS WOOD, DUBLIN 15",Dublin 15,Dublin,"�231,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"57 ELMFIELD COURT, NINTH LOCK RD, CLONDALKIN",,Dublin,"�190,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"58 MOUNT DRUMMOND SQUARE, HAROLD'S CROSS, DUBLIN 6",Dublin 6,Dublin,"�445,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"59GLENCLOYROAD, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,"�350,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"6 DUNNE ST, DUBLIN 1, DUBLIN",Dublin 1,Dublin,"�250,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"6 LENABOY GARDENS, SALTHILL, GALWAY",,Galway,"�350,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"60 EDENMORE GARDENS, RAHENY, DUBLIN 5",Dublin 5,Dublin,"�280,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"61 Mill Gate, Millerstown, Kilcock",,Kildare,"�290,748.00",No,Yes,New Dwelling house /Apartment,
20/01/2020,"63 RIVERBANK HALL, ADDISON PARK, GLASNEVIN",Dublin 11,Dublin,"�340,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"7 COTTAGE GATE, BALLYLYNAN, CO LAOIS",,Laois,"�183,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"7 EST COTTAGES, NORTHUMBERLAND RD, DUBLIN 4",Dublin 4,Dublin,"�640,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"7 FANCOURT RD, BALBRIGGAN, DUBLIN",,Dublin,"�290,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"7 LOYOLA PLACE, FATHER GRIFFIN RD, GALWAY",,Galway,"�410,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"71 Longview Avenue, Millers Glen, Swords",,Dublin,"�308,370.00",No,Yes,New Dwelling house /Apartment,
20/01/2020,"75 FAIRVIEW CLOSE, RICHMOND AVE, DUBLIN 3",Dublin 3,Dublin,"�363,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"76 Mill Gate, Millerstown, Kilcock",,Meath,"�348,016.00",No,Yes,New Dwelling house /Apartment,
20/01/2020,"8 Belfry Court, Liscorrie, Crosslanes",,Louth,"�229,074.88",No,Yes,New Dwelling house /Apartment,
20/01/2020,"8 FRIARS WOOD, POLLERTON BIG, CARLOW",,Carlow,"�205,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"84 SEAVIEW AVE, WALL, DUBLIN 3",Dublin 3,Dublin,"�276,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"87 RUANBEG CRESCENT, RUANBEG MANOR, KILDARE TOWN",,Kildare,"�258,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"9 ASGARD GROVE, GRANGE MANOR, WATERFORD",,Waterford,"�210,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"9 THE MEADOWS, KILBARRY RD, DUNMANWAY",,Cork,"�182,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"AEBHGHREIN, STRIPE, FURBO",,Galway,"�590,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"ALVERNO, 58 MARIAN PARK, WATERFORD",,Waterford,"�187,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"APARTMENT 4, LARCH HOUSE, DRUMGEELY HILL",,Clare,"�67,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"APT 22, 33 MOUNTJOY SQ, DUBLIN 1",Dublin 1,Dublin,"�200,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"APT 339, CITY CAMPUS, LORD EDWARD ST",,Limerick,"�143,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"BALLINORIG EAST, TRALEE, KERRY",,Kerry,"�275,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"BALLYBEG BIG, ST MULLINS, CARLOW",,Carlow,"�295,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"BALLYGARRANE, BALLYLOOBY, CAHIR",,Tipperary,"�90,000.00",No,No,New Dwelling house /Apartment,
20/01/2020,"BALLYMACASHEL, MUNGRET, LIMERICK",,Limerick,"�400,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"BARCONEY, CASTLERATHAN, BALLYJAMESDUFF",,Cavan,"�112,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"CAHIRDOWN, LISTOWEL, CO KERRY",,Kerry,"�200,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"CLOONEEN, BLAKNEY, KILGLASS LAKE",,Roscommon,"�117,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"COOLEGRANE, COOLLAGAGH, FOXFORD",,Mayo,"�220,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"COOLSNAGTIG, DUNMANWAY, CO CORK",,Cork,"�45,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"CROSS OF THE GROVES, MITCHELSTOWN, CORK",,Cork,"�120,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"CUAISIN, DROMCLOCH, BEANNTRAI",,Cork,"�360,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"FOXBOROUGH, DRUMSNA, COUNTY LEITRIM",,Leitrim,"�45,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"GLENTAUN, BALLINASLOE, GALWAY",,Galway,"�230,000.00",No,Yes,New Dwelling house /Apartment,
20/01/2020,"GREENCASTLE, CO DONEGAL",,Donegal,"�103,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"GULLANE, GNEEVEGUILLA, KILLARNEY",,Kerry,"�210,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"HILLCREST, WATERFORD ROAD CARRICK BEG, CARRICK ON SUIR",,Tipperary,"�110,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"KILMACOO, AVOCA, WICKLOW",,Wicklow,"�295,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"LAGORE CROSS, RATOATH, MEATH",,Meath,"�250,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"LOUDWATER HOUSE, PORTERSTOWN LANE, RATOATH",,Meath,"�675,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"MOY, KINVARA, COUNTY GALWAY",,Galway,"�270,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"MULLINAGUNG, LIFFORD, DONEGAL",,Donegal,"�168,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"Number 3 Grand Canal View, St James Terrace, Dolphins Barn",Dublin 8,Dublin,"�484,581.49",No,Yes,New Dwelling house /Apartment,
20/01/2020,"RATHCAHAUN HOUSE, RUAN, ENNIS",,Clare,"�157,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"Rockvale, Newport",,Tipperary,"�129,000.00",No,Yes,New Dwelling house /Apartment,
20/01/2020,"RYECROFT, JOHNS HILL, WATERFORD",,Waterford,"�385,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"SLEEPY HOLLOW, 4 PROSPECT, BALLYMONEY",,Wexford,"�63,320.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"ST XAVIERS, FERNHILL RD, CLONAKILTY",,Cork,"�241,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"THE WARKS, SUN HILL, KILLORGLIN",,Kerry,"�200,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2020,"TIGIN TAILTEANN, EMLAGHNAMUC, BALLINSKELLIGS",,Kerry,"�280,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"1 CUL NA RUA, QUEEN ST, PORTLAW",,Waterford,"�110,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"1 PROSPECT HILL, LIMERICK",,Limerick,"�105,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"1 ST AIDEN'S TERRACE, CAVAN",,Cavan,"�35,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"11 BEECHLAWN MEWS, TERENURE RD, DUBLIN 6",Dublin 6,Dublin,"�325,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"11 BISHOPS COURT, GREEN ST, KILKENNY",,Kilkenny,"�215,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"11 CARRAGROVE, MULLINGAR, WESTMEATH",,Westmeath,"�157,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"12 CASTLE VILLAGE AVE, CELBRIDGE, KILDARE",,Kildare,"�360,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"12 THE RISE, WATERFALL RD, CORK",,Cork,"�420,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"13 CASTLEMORRIS ORCHARD, BALLYMULLEN, TRALEE",,Kerry,"�145,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"14 CHURCHWELL DR, BELMAYNE, DUBLIN 13",Dublin 13,Dublin,"�20,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"14 CLONWOOD HEIGHTS, CLANE, CO KILDARE",,Kildare,"�490,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"14 SYCAMORE HALL, CLAY FARM, LEOPARDSTOWN",,Dublin,"�361,233.48",No,Yes,New Dwelling house /Apartment,
21/01/2020,"15 LIMEKILN PARK, MANOR ESTATE, DUBLIN 12",Dublin 12,Dublin,"�500,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"15 WATERFIELD, OUGHTERARD, GALWAY",,Galway,"�160,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"16 TYMON NORTH RD, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"�347,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"171 LARAGHCON, LUCAN, DUBLIN",,Dublin,"�745,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"18 BRAMBLE RISE, KILLYNEBBER, CAVAN",,Cavan,"�188,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"18 GURTEEN VIEW, RATHMADDER, GURTEEN",,Sligo,"�50,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"18 MILLRACE AVE, SAGGART, DUBLIN",Dublin 24,Dublin,"�205,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"19 WESTCOURT YARD, TULLYVALE, CABINTEELY DUBLIN 18",Dublin 18,Dublin,"�305,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"19 WOODFORD CRESCENT, MONASTERY RD, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,"�261,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"2 DARTRY VALE, KINLOUGH, LEITRIM",,Leitrim,"�108,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"2 Lyreen Avenue, Mariavilla, Maynooth",,Kildare,"�343,612.00",No,Yes,New Dwelling house /Apartment,
21/01/2020,"2 patrician drive, carrickmacross",,Monaghan,"�200,000.00",Yes,Yes,New Dwelling house /Apartment,
21/01/2020,"2 QUAY HOUSE, FITTON ST EAST, CORK",,Cork,"�155,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"20 Hallwell Drive, Hallwell, Adamstown",,Dublin,"�281,894.00",No,Yes,New Dwelling house /Apartment,
21/01/2020,"21 Carlinn Gardens, Mullaharlin Road, Dundalk",,Louth,"�220,263.00",No,Yes,New Dwelling house /Apartment,
21/01/2020,"21 THE STEEPLES, GOWRAN, CO KILKENNY",,Kilkenny,"�250,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"22 FAUGHART RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"�295,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"221 WYCKHAM POINT, WYCKHAM WAY, DUNDRUM",Dublin 16,Dublin,"�455,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"23 Ardilaun Court, Sybil Hill Road, Raheny",Dublin 5,Dublin,"�453,744.00",No,Yes,New Dwelling house /Apartment,
21/01/2020,"23 ELMVALE COURT, WILTON, CORK",,Cork,"�250,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"23 TEMPLE RD, BLACKROCK, DUBLIN",,Dublin,"�500,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"26 FFORSTER CLOSE, LUCAN, DUBLIN",,Dublin,"�335,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"27 BROPHY TERRECE, ROSCREA, TIPPERARY",,Tipperary,"�58,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"28 SPRINGDALE RD, TULLOW RD, CARLOW",,Carlow,"�130,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"28 WHITESCASTLE, KNOCKTOPHER, KILKENNY",,Kilkenny,"�230,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"29A STONEBRIDGE DR, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"�285,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"3 CORRIGEENE, BALLINABOOLA, WEXFORD",,Wexford,"�312,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"3 LAKE PLACE, KILMINCHY, PORTLAOISE",,Laois,"�146,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"3 STONEYFORT, KEADUE LANE, CAVAN",,Cavan,"�225,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"3 THE LODGE, HERSIL WOOD, KNOCKLYON",,Dublin,"�640,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"32 WILDERNESS GROVE, CLONMEL, TIPPERARY",,Tipperary,"�113,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"359 CAPTAINS RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"�320,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"36A Monamore, Lodge Road, Westport",,Mayo,"�295,154.00",No,Yes,New Dwelling house /Apartment,
21/01/2020,"39 HAZELWOOD, SHANKILL, DUBLIN 18",Dublin 18,Dublin,"�571,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"39 WAINSFORT, ROCHESTOWN RD, ROCHESTOWN",,Cork,"�346,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"4 ARD CLUAIN, MAIN ST, CLONEE",,Meath,"�200,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"4 ARD NA MARA, SCHOOLHOUSE RD, LAHINCH",,Clare,"�280,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"4 GATEWAY COURT, BALLYMUN, DUBLIN 11",Dublin 11,Dublin,"�195,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"4 THE ORCHARD, CHURCH BAY RD, CROSSHAVEN",,Cork,"�210,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"4 Tower Mews, Station Road, Lusk",,Dublin,"�317,180.00",No,Yes,New Dwelling house /Apartment,
21/01/2020,"4 WOODVIEW, MONASTEREVAN, KILDARE",,Kildare,"�152,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"40 THE CLOSE, COOLROE MEADOWS, BALLINCOLLIG",,Cork,"�305,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"41 COIS TOBAR DROMAHANE, MALLOW, CORK",,Cork,"�131,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"41A PALACE FIELDS, TUAM, GALWAY",,Galway,"�156,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"42 CILL BAN TULLAMORE, TULLAMORE, OFFALY",,Offaly,"�187,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"42 COLEPARK DR, BALLYFERMOT, DUBLIN",Dublin 10,Dublin,"�190,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"43 BRU NA GRUDAN, CASTLETROY, LIMERICK",,Limerick,"�190,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"45 LIOS CARA DR, KILLEENS, CORK",,Cork,"�235,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"46 OCONNELL WEIR, NEWBRIDGE, KILDARE",,Kildare,"�250,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"4B BLESSINGTON COURT, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"�265,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"5 BALLYROAN RD, TEMPLEOGUE, DUBLIN 16",Dublin 16,Dublin,"�585,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"5 KILTEGAN PARK, ROCHESTOWN RD, CORK",,Cork,"�334,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"5 The Glebe, Rathmolyon",,Meath,"�224,625.00",No,Yes,New Dwelling house /Apartment,
21/01/2020,"5 TICKNOCK CLOSE, BRIGGS LANE, ARKLOW",,Wicklow,"�317,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"5 YOUGHAL RD, CASTLEREDMOND, MIDLETON",,Cork,"�165,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"54 GIMOUNT AVE ENNISCORTHY, ENNISCORTHY, WEXFORD",,Wexford,"�107,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"57 CLOONLARA SQ, PHOENIX PARK AVE, PHOENIX PARK RACECOURSE DUBLIN 15",Dublin 15,Dublin,"�392,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"57 OCEAN WAVE, DR COLOHAN RD, SALTHILL",,Galway,"�427,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"6-21 Inbhear na Sionna, Tullyvarraga, Shannon",,Clare,"�1,762,114.54",No,Yes,New Dwelling house /Apartment,
21/01/2020,"6 Cluain Fia, Crusheen, Ennis",,Clare,"�202,643.16",No,Yes,New Dwelling house /Apartment,
21/01/2020,"6 FOUNTAIN VIEW, BAILIEBOROUGH, CAVAN",,Cavan,"�72,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"63 DOYLE ST, WATERFORD CITY, WATERFORD",,Waterford,"�86,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"7 BLACKROCK WELLS, EDEN, BLACKROCK",,Cork,"�320,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"7 Gleann, Curriheen, Rosscarbery",,Cork,"�339,207.00",No,Yes,New Dwelling house /Apartment,
21/01/2020,"7 Meadow Walk, Castleheights, Kilmoney Road",,Cork,"�303,965.00",No,Yes,New Dwelling house /Apartment,
21/01/2020,"7 Tower Mews, Station Road, Lusk",,Dublin,"�299,559.00",No,Yes,New Dwelling house /Apartment,
21/01/2020,"73 ARD CAOIN, GORT ROAD, ENNIS",,Clare,"�145,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"8 SYCAMORE HALL, CLAY FARM, LEOPARDSTOWN",,Dublin,"�348,017.62",No,Yes,New Dwelling house /Apartment,
21/01/2020,"81 NORTHUMBERLANDS, LOWER LOVE LANE, DUBLIN 2",Dublin 2,Dublin,"�315,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"86 Bishopgate, Enniskeryy Road, Kilternan",Dublin 18,Dublin,"�519,824.00",No,Yes,New Dwelling house /Apartment,
21/01/2020,"9 SEAN BUCKLEY PARK, BANDON, CORK",,Cork,"�105,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"9 TYRONNALL CLOSE, INBHEAR MOR PARK, ARKLOW",,Wicklow,"�170,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"96 BROOKLAWN, NEW ROSS, CO WEXFORD",,Wexford,"�116,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"AN BOITHRIN, WOODDOWN, MULLINGAR",,Westmeath,"�265,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"Apartment 4, Sycamore Hall, Clay Farm",Dublin 18,Dublin,"�352,422.90",No,Yes,New Dwelling house /Apartment,
21/01/2020,"APT 1, NEW BUILDING, BECTIVE SQ",,Meath,"�153,830.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"APT 201 LONGBOAT QUAY NORTH, SIR JOHN ROGERSONS QUAY, DUBLIN 2",Dublin 2,Dublin,"�450,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"APT 2, 71 O CONNELL ST, ENNIS",,Clare,"�108,142.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"APT 2, NEW BUILDING, BECTIVE SQ",,Meath,"�135,830.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"APT 32, OLD WINDMILL COURT, GERALD GRIFFIN ST LOWER",,Limerick,"�156,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"APT 3, NEW BUILDING, BECTIVE SQ",,Meath,"�169,812.50",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"APT 45 MILLERS HALL, 119-125 THOMAS STREET, DUBLIN 8",,Dublin,"�347,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"APT 4, NEW BUILDING, BECTIVE SQ",,Meath,"�144,312.50",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"APT 54, SPENCER MANOR, SPENCER PARK",,Mayo,"�155,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"APT 5, NEW BUILDING, BECTIVE SQ",,Meath,"�179,812.50",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"APT 6, NEW BUILDING, BECTIVE SQ",,Meath,"�189,812.50",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"APT 7, NEW BUILDING, BECTIVE SQ",,Meath,"�173,830.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"APT 8 THE MEWS, MOUNT ECCLES COURT, NORTH GREAT GEORGES ST DUBLIN 1",Dublin 15,Dublin,"�235,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"ATHNID, THURLES, TIPPERARY",,Tipperary,"�165,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"AVILA, PALMYRA AVE, GALWAY",,Galway,"�250,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"BALLYDAVID, LITTLETON, THURLES",,Tipperary,"�295,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"CANBO, CROGHAN, BOYLE",,Roscommon,"�310,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"CARRICK RD, KILMOGANNY, CO KILKENNY",,Kilkenny,"�157,250.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"CHURCH HOUSE, CHURCH ROAD, CELBRIDGE",,Kildare,"�420,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"CORNADOUGH, NEWTOWNCASHEL, LONGFORD",,Longford,"�70,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"CORNADOUGH, NEWTOWNCASHEL, LONGFORD",,Longford,"�35,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"DERVILLA, 2 CHURCH RD, BALLINA",,Mayo,"�103,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"DRUMMOND, GOREY, CO WEXFORD",,Wexford,"�150,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2020,"FEERD, CROSS, KILRUSH",,Clare,"�15,000.00",No,No,Second-Hand Dwelling house /Apartment,
